OrderID,ProductID,UnitPrice,Quantity,CostPrice,TotalLinePrice,TotalLineCost
1341,103201,899.85,3,556.5,2699.55,1669.5
1342,103221,899.85,3,556.5,2699.55,1669.5
1343,102151,1739.85,1,1444.08,1739.85,1444.08
1343,302221,479.85,2,398.28,959.7,796.56
1343,401002,281.85,3,233.94,845.55,701.82
1344,5201,33.9,3,21.14,101.7,63.42
1344,201201,832.35,2,556.5,1664.7,1113
1344,302161,479.85,1,398.28,479.85,398.28
1345,1102,14.5,2,12.04,29,24.08
1345,5405,23.5,2,19.51,47,39.02
1346,5201,32.21,3,21.14,96.63,63.42
1346,6402,9,3,7.47,27,22.41
1346,301161,764.85,1,634.83,764.85,634.83
1347,201161,832.35,2,556.5,1664.7,1113
1348,4104,15.5,1,12.87,15.5,12.87
1348,101152,2939.85,2,2000.5,5879.7,4001
1349,5404,23.5,3,19.51,70.5,58.53
1350,2209,48.51,2,44.74,97.02,89.48
1350,303181,329.85,1,260.23,329.85,260.23
1351,201181,832.35,2,556.5,1664.7,1113
1352,401001,267.76,1,233.94,267.76,233.94
1353,201201,832.35,2,556.5,1664.7,1113
1354,2202,41.9,1,25.5,41.9,25.5
1354,6402,9,3,7.47,27,22.41
1355,2205,39.81,1,25.5,39.81,25.5
1355,103221,899.85,1,556.5,899.85,556.5
1355,302201,455.86,2,398.28,911.72,796.56
1356,5404,23.5,1,19.51,23.5,19.51
1356,302181,455.86,3,398.28,1367.58,1194.84
1357,201221,832.35,2,556.5,1664.7,1113
1358,202161,539.85,3,448.08,1619.55,1344.24
1359,201181,832.35,3,556.5,2497.05,1669.5
1359,202161,539.85,3,448.08,1619.55,1344.24
1360,1106,14.85,1,15,14.85,15
1360,4105,15.5,3,12.87,46.5,38.61
1361,202181,539.85,2,448.08,1079.7,896.16
1362,2203,37.71,3,25.5,113.13,76.5
1362,102181,1739.85,1,1444.08,1739.85,1444.08
1362,401002,281.85,3,233.94,845.55,701.82
1363,202201,539.85,2,448.08,1079.7,896.16
1364,5208,33.9,3,21.14,101.7,63.42
1365,302181,479.85,1,398.28,479.85,398.28
1366,301201,764.85,1,634.83,764.85,634.83
1367,202221,539.85,3,448.08,1619.55,1344.24
1368,4105,15.5,2,12.87,31,25.74
1369,301151,764.85,2,634.83,1529.7,1269.66
1370,301161,764.85,2,634.83,1529.7,1269.66
1371,4105,15.5,3,12.87,46.5,38.61
1371,201221,832.35,3,556.5,2497.05,1669.5
1372,5401,14.5,1,12.04,14.5,12.04
1372,103171,899.85,1,556.5,899.85,556.5
1372,202221,539.85,3,448.08,1619.55,1344.24
1373,301181,764.85,2,634.83,1529.7,1269.66
1374,1103,14.5,2,12.04,29,24.08
1374,1104,14.5,1,12.04,14.5,12.04
1375,301161,764.85,2,634.83,1529.7,1269.66
1376,401002,281.85,2,233.94,563.7,467.88
1377,301201,764.85,3,634.83,2294.55,1904.49
1378,302221,479.85,2,398.28,959.7,796.56
1379,4106,15.5,2,12.87,31,25.74
1379,302182,479.85,2,398.28,959.7,796.56
1380,2204,41.9,1,25.5,41.9,25.5
1381,303202,329.85,3,260.23,989.55,780.69
1382,301221,764.85,3,634.83,2294.55,1904.49
1383,302161,479.85,3,398.28,1439.55,1194.84
1384,1109,16.5,2,15,33,30
1384,302182,479.85,1,398.28,479.85,398.28
1385,2204,41.9,1,25.5,41.9,25.5
1385,5203,33.9,2,21.14,67.8,42.28
1386,5303,34.11,1,31.46,34.11,31.46
1387,2209,53.9,1,44.74,53.9,44.74
1387,3305,21.9,1,18.18,21.9,18.18
1387,302201,479.85,3,398.28,1439.55,1194.84
1388,302162,479.85,3,398.28,1439.55,1194.84
1389,301161,764.85,1,634.83,764.85,634.83
1390,1109,16.5,3,15,49.5,45
1391,2201,41.9,1,25.5,41.9,25.5
1391,101152,2939.85,2,2000.5,5879.7,4001
1391,101202,2939.85,3,2000.5,8819.55,6001.5
1392,4105,15.5,3,12.87,46.5,38.61
1393,1111,16.5,3,15,49.5,45
1393,5208,33.9,1,21.14,33.9,21.14
1394,1107,16.5,1,15,16.5,15
1394,2207,53.9,3,44.74,161.7,134.22
1394,101152,2792.86,2,2000.5,5585.72,4001
1395,101221,2939.85,2,2000.5,5879.7,4001
1395,102151,1739.85,2,1444.08,3479.7,2888.16
1396,301181,764.85,1,634.83,764.85,634.83
1397,302181,479.85,3,398.28,1439.55,1194.84
1398,103171,899.85,1,556.5,899.85,556.5
1398,201201,749.12,3,556.5,2247.36,1669.5
1399,2213,53.9,1,44.74,53.9,44.74
1400,5401,13.05,3,12.04,39.15,36.12
1400,6402,8.1,1,7.47,8.1,7.47
1401,5402,14.5,1,12.04,14.5,12.04
1402,3303,17.91,2,14.5,35.82,29
1402,302201,479.85,1,398.28,479.85,398.28
1403,102221,1739.85,3,1444.08,5219.55,4332.24
1404,2211,53.9,1,44.74,53.9,44.74
1404,4103,13.5,2,9.99,27,19.98
1404,5401,14.5,1,12.04,14.5,12.04
1405,302182,479.85,3,398.28,1439.55,1194.84
1406,101181,2939.85,2,2000.5,5879.7,4001
1406,101222,2939.85,1,2000.5,2939.85,2000.5
1406,102171,1652.86,1,1444.08,1652.86,1444.08
1407,202221,539.85,3,448.08,1619.55,1344.24
1408,302201,479.85,2,398.28,959.7,796.56
1409,302202,479.85,3,398.28,1439.55,1194.84
1410,1107,16.5,2,15,33,30
1410,101172,2939.85,1,2000.5,2939.85,2000.5
1411,1102,14.5,1,12.04,14.5,12.04
1411,2205,41.9,3,25.5,125.7,76.5
1411,3302,17.5,2,10.25,35,20.5
1412,5303,37.9,1,31.46,37.9,31.46
1412,101221,2939.85,3,2000.5,8819.55,6001.5
1412,303152,329.85,1,260.23,329.85,260.23
1413,2204,41.9,3,25.5,125.7,76.5
1413,102221,1739.85,2,1444.08,3479.7,2888.16
1414,301181,764.85,3,634.83,2294.55,1904.49
1414,303181,329.85,2,260.23,659.7,520.46
1415,2212,53.9,3,44.74,161.7,134.22
1415,4103,13.5,3,9.99,40.5,29.97
1415,6402,9,2,7.47,18,14.94
1416,202201,539.85,1,448.08,539.85,448.08
1417,5401,13.78,1,12.04,13.78,12.04
1417,103151,899.85,2,556.5,1799.7,1113
1418,302221,479.85,3,398.28,1439.55,1194.84
1419,302222,479.85,3,398.28,1439.55,1194.84
1420,202201,539.85,3,448.08,1619.55,1344.24
1421,303151,329.85,3,260.23,989.55,780.69
1422,301181,764.85,3,634.83,2294.55,1904.49
1423,3305,21.9,2,18.18,43.8,36.36
1423,302202,431.87,1,398.28,431.87,398.28
1423,303162,329.85,2,260.23,659.7,520.46
1424,3301,4.5,2,2.5,9,5
1425,5301,11.9,2,9.88,23.8,19.76
1425,301181,764.85,1,634.83,764.85,634.83
1425,303221,329.85,1,260.23,329.85,260.23
1426,303152,329.85,3,260.23,989.55,780.69
1427,2209,53.9,1,44.74,53.9,44.74
1428,1107,15.68,2,15,31.36,30
1429,301181,764.85,3,634.83,2294.55,1904.49
1430,201161,790.73,3,556.5,2372.19,1669.5
1430,301161,764.85,1,634.83,764.85,634.83
1430,401002,281.85,3,233.94,845.55,701.82
1431,5303,37.9,1,31.46,37.9,31.46
1431,201181,832.35,2,556.5,1664.7,1113
1432,2205,37.71,1,25.5,37.71,25.5
1432,102151,1739.85,1,1444.08,1739.85,1444.08
1432,302221,455.86,1,398.28,455.86,398.28
1433,2208,48.51,1,44.74,48.51,44.74
1433,5405,23.5,2,19.51,47,39.02
1434,102181,1739.85,1,1444.08,1739.85,1444.08
1435,301161,764.85,1,634.83,764.85,634.83
1436,1110,14.85,2,15,29.7,30
1436,3304,21.9,3,18.18,65.7,54.54
1436,4101,12.15,1,9.99,12.15,9.99
1437,302222,479.85,2,398.28,959.7,796.56
1438,2202,41.9,3,25.5,125.7,76.5
1438,101182,2939.85,1,2000.5,2939.85,2000.5
1439,3304,21.9,1,18.18,21.9,18.18
1439,101201,2939.85,1,2000.5,2939.85,2000.5
1440,5405,23.5,3,19.51,70.5,58.53
1440,101151,2939.85,3,2000.5,8819.55,6001.5
1441,2208,53.9,1,44.74,53.9,44.74
1441,101222,2792.86,3,2000.5,8378.58,6001.5
1441,302202,479.85,3,398.28,1439.55,1194.84
1442,303161,329.85,3,260.23,989.55,780.69
1443,303162,329.85,3,260.23,989.55,780.69
1444,302201,479.85,3,398.28,1439.55,1194.84
1445,303181,329.85,2,260.23,659.7,520.46
1446,2201,41.9,3,25.5,125.7,76.5
1446,101152,2939.85,1,2000.5,2939.85,2000.5
1447,201161,832.35,3,556.5,2497.05,1669.5
1447,303151,329.85,2,260.23,659.7,520.46
1448,303202,329.85,3,260.23,989.55,780.69
1449,103221,899.85,2,556.5,1799.7,1113
1449,302202,479.85,1,398.28,479.85,398.28
1449,303182,329.85,2,260.23,659.7,520.46
1450,5401,14.5,1,12.04,14.5,12.04
1450,202161,539.85,3,448.08,1619.55,1344.24
1450,202201,539.85,2,448.08,1079.7,896.16
1451,302162,479.85,1,398.28,479.85,398.28
1451,302201,455.86,1,398.28,455.86,398.28
1451,402001,274.35,2,199.99,548.7,399.98
1452,303182,329.85,2,260.23,659.7,520.46
1453,2204,41.9,2,25.5,83.8,51
1453,7404,34.2,3,29.88,102.6,89.64
1453,301201,764.85,2,634.83,1529.7,1269.66
1454,4103,13.5,1,9.99,13.5,9.99
1455,303201,329.85,3,260.23,989.55,780.69
1456,202221,539.85,1,448.08,539.85,448.08
1457,303202,329.85,2,260.23,659.7,520.46
1458,303221,329.85,2,260.23,659.7,520.46
1459,301181,764.85,2,634.83,1529.7,1269.66
1459,302221,479.85,2,398.28,959.7,796.56
1460,303222,329.85,2,260.23,659.7,520.46
1461,401001,281.85,3,233.94,845.55,701.82
1462,303222,329.85,2,260.23,659.7,520.46
1463,5401,14.5,2,12.04,29,24.08
1464,302181,479.85,3,398.28,1439.55,1194.84
1465,401002,281.85,3,233.94,845.55,701.82
1466,5203,33.9,1,21.14,33.9,21.14
1467,1101,14.5,1,12.04,14.5,12.04
1467,5402,14.5,2,12.04,29,24.08
1467,7403,36,3,29.88,108,89.64
1468,7401,23.5,1,19.51,23.5,19.51
1468,302181,479.85,2,398.28,959.7,796.56
1469,2213,53.9,2,44.74,107.8,89.48
1469,302202,479.85,1,398.28,479.85,398.28
1470,301201,764.85,3,634.83,2294.55,1904.49
1470,302162,479.85,3,398.28,1439.55,1194.84
1471,402001,274.35,2,199.99,548.7,399.98
1472,402002,274.35,3,199.99,823.05,599.97
1473,303221,329.85,3,260.23,989.55,780.69
1474,1101,14.5,2,12.04,29,24.08
1475,5202,33.9,1,21.14,33.9,21.14
1475,5402,14.5,3,12.04,43.5,36.12
1475,101201,2645.87,3,2000.5,7937.61,6001.5
1476,5206,32.21,2,21.14,64.42,42.28
1476,102151,1739.85,2,1444.08,3479.7,2888.16
1477,1102,14.5,2,12.04,29,24.08
1478,1103,14.5,2,12.04,29,24.08
1479,1102,14.5,3,12.04,43.5,36.12
1479,303222,313.36,2,260.23,626.72,520.46
1480,4104,14.73,1,12.87,14.73,12.87
1481,1106,16.5,2,15,33,30
1481,303151,329.85,3,260.23,989.55,780.69
1481,303222,329.85,1,260.23,329.85,260.23
1482,201161,749.12,3,556.5,2247.36,1669.5
1482,303161,329.85,3,260.23,989.55,780.69
1483,5204,33.9,3,21.14,101.7,63.42
1483,6401,12,2,9.96,24,19.92
1484,301221,764.85,3,634.83,2294.55,1904.49
1485,3305,21.9,3,18.18,65.7,54.54
1486,2205,41.9,2,25.5,83.8,51
1486,3304,20.81,1,18.18,20.81,18.18
1486,301221,764.85,3,634.83,2294.55,1904.49
1487,1104,14.5,3,12.04,43.5,36.12
1488,1105,14.5,3,12.04,43.5,36.12
1489,5402,14.5,3,12.04,43.5,36.12
1490,1107,16.5,3,15,49.5,45
1490,5206,33.9,1,21.14,33.9,21.14
1490,303151,329.85,3,260.23,989.55,780.69
1491,3304,21.9,1,18.18,21.9,18.18
1491,3305,21.9,3,18.18,65.7,54.54
1491,102151,1739.85,1,1444.08,1739.85,1444.08
1492,101181,2792.86,1,2000.5,2792.86,2000.5
1492,102201,1739.85,3,1444.08,5219.55,4332.24
1493,301151,764.85,2,634.83,1529.7,1269.66
1493,301221,764.85,1,634.83,764.85,634.83
1494,3301,4.05,1,2.5,4.05,2.5
1495,5208,33.9,2,21.14,67.8,42.28
1495,103151,899.85,1,556.5,899.85,556.5
1495,103221,899.85,1,556.5,899.85,556.5
1496,5404,21.15,2,19.51,42.3,39.02
1496,301151,764.85,1,634.83,764.85,634.83
1496,303162,296.87,3,260.23,890.61,780.69
1497,101151,2939.85,2,2000.5,5879.7,4001
1498,1106,16.5,3,15,49.5,45
1499,1111,16.5,2,15,33,30
1499,301161,764.85,2,634.83,1529.7,1269.66
1500,2206,41.9,2,25.5,83.8,51
1501,1101,14.5,3,12.04,43.5,36.12
1502,101221,2939.85,2,2000.5,5879.7,4001
1502,102181,1739.85,2,1444.08,3479.7,2888.16
1502,303161,329.85,1,260.23,329.85,260.23
1503,2212,53.9,3,44.74,161.7,134.22
1504,1108,16.5,3,15,49.5,45
1504,103201,899.85,3,556.5,2699.55,1669.5
1504,303201,329.85,2,260.23,659.7,520.46
1505,2208,48.51,2,44.74,97.02,89.48
1505,102201,1739.85,2,1444.08,3479.7,2888.16
1506,102181,1739.85,2,1444.08,3479.7,2888.16
1507,1107,16.5,3,15,49.5,45
1508,4101,12.83,3,9.99,38.49,29.97
1508,5405,23.5,2,19.51,47,39.02
1508,303162,329.85,1,260.23,329.85,260.23
1509,5208,33.9,2,21.14,67.8,42.28
1510,1108,16.5,3,15,49.5,45
1511,1109,16.5,3,15,49.5,45
1512,1101,14.5,3,12.04,43.5,36.12
1512,303151,296.87,1,260.23,296.87,260.23
1512,303182,329.85,3,260.23,989.55,780.69
1513,2205,41.9,3,25.5,125.7,76.5
1513,5402,14.5,2,12.04,29,24.08
1514,6402,9,3,7.47,27,22.41
1514,301181,764.85,3,634.83,2294.55,1904.49
1514,302181,479.85,2,398.28,959.7,796.56
1515,101172,2939.85,3,2000.5,8819.55,6001.5
1516,303181,313.36,2,260.23,626.72,520.46
1517,301181,764.85,3,634.83,2294.55,1904.49
1517,302202,479.85,3,398.28,1439.55,1194.84
1518,103181,899.85,3,556.5,2699.55,1669.5
1519,2201,41.9,1,25.5,41.9,25.5
1519,5201,33.9,1,21.14,33.9,21.14
1519,5208,33.9,2,21.14,67.8,42.28
1520,1103,14.5,3,12.04,43.5,36.12
1520,101172,2792.86,2,2000.5,5585.72,4001
1521,102171,1739.85,2,1444.08,3479.7,2888.16
1522,302221,479.85,1,398.28,479.85,398.28
1523,1110,16.5,3,15,49.5,45
1523,103221,899.85,1,556.5,899.85,556.5
1524,2207,53.9,3,44.74,161.7,134.22
1524,102181,1565.87,3,1444.08,4697.61,4332.24
1524,301181,764.85,3,634.83,2294.55,1904.49
1525,1110,16.5,3,15,49.5,45
1526,2205,41.9,3,25.5,125.7,76.5
1527,5201,33.9,3,21.14,101.7,63.42
1527,7402,23.5,1,19.51,23.5,19.51
1527,103151,899.85,3,556.5,2699.55,1669.5
1528,2215,53.9,1,44.74,53.9,44.74
1528,7401,22.33,1,19.51,22.33,19.51
1529,101221,2939.85,2,2000.5,5879.7,4001
1530,101171,2939.85,2,2000.5,5879.7,4001
1531,2214,51.21,3,44.74,153.63,134.22
1531,201161,832.35,1,556.5,832.35,556.5
1532,1111,16.5,2,15,33,30
1533,2207,48.51,2,44.74,97.02,89.48
1534,2201,41.9,2,25.5,83.8,51
1535,5401,14.5,1,12.04,14.5,12.04
1536,1110,16.5,2,15,33,30
1536,5208,33.9,3,21.14,101.7,63.42
1536,5303,37.9,1,31.46,37.9,31.46
1537,1101,14.5,3,12.04,43.5,36.12
1537,5203,33.9,3,21.14,101.7,63.42
1537,103151,899.85,2,556.5,1799.7,1113
1538,2212,53.9,2,44.74,107.8,89.48
1538,301151,764.85,1,634.83,764.85,634.83
1539,5205,33.9,2,21.14,67.8,42.28
1539,302202,431.87,2,398.28,863.74,796.56
1539,303152,329.85,2,260.23,659.7,520.46
1540,1106,16.5,1,15,16.5,15
1541,2211,53.9,2,44.74,107.8,89.48
1541,101171,2939.85,3,2000.5,8819.55,6001.5
1541,101222,2939.85,1,2000.5,2939.85,2000.5
1542,5404,23.5,3,19.51,70.5,58.53
1543,2201,41.9,2,25.5,83.8,51
1543,4104,15.5,1,12.87,15.5,12.87
1543,5404,23.5,1,19.51,23.5,19.51
1544,202161,539.85,2,448.08,1079.7,896.16
1544,302181,479.85,1,398.28,479.85,398.28
1545,2202,41.9,2,25.5,83.8,51
1546,2213,53.9,2,44.74,107.8,89.48
1547,2201,41.9,3,25.5,125.7,76.5
1547,302181,479.85,3,398.28,1439.55,1194.84
1547,303181,329.85,1,260.23,329.85,260.23
1548,5207,33.9,1,21.14,33.9,21.14
1548,103201,809.87,3,556.5,2429.61,1669.5
1548,402001,260.63,2,199.99,521.26,399.98
1549,2203,41.9,2,25.5,83.8,51
1550,5202,33.9,1,21.14,33.9,21.14
1550,303222,313.36,3,260.23,940.08,780.69
1551,2204,41.9,3,25.5,125.7,76.5
1552,2205,41.9,3,25.5,125.7,76.5
1553,1110,16.5,1,15,16.5,15
1553,302222,479.85,2,398.28,959.7,796.56
1554,3301,4.5,1,2.5,4.5,2.5
1555,2201,41.9,3,25.5,125.7,76.5
1556,2205,41.9,3,25.5,125.7,76.5
1556,2214,53.9,1,44.74,53.9,44.74
1557,2215,53.9,1,44.74,53.9,44.74
1558,2201,41.9,2,25.5,83.8,51
1559,2210,53.9,3,44.74,161.7,134.22
1559,2215,53.9,2,44.74,107.8,89.48
1559,5206,33.9,1,21.14,33.9,21.14
1560,2206,41.9,2,25.5,83.8,51
1561,2208,48.51,1,44.74,48.51,44.74
1561,303222,313.36,3,260.23,940.08,780.69
1562,2210,53.9,1,44.74,53.9,44.74
1563,303161,329.85,2,260.23,659.7,520.46
1564,2207,53.9,3,44.74,161.7,134.22
1565,1105,13.78,1,12.04,13.78,12.04
1565,101182,2792.86,2,2000.5,5585.72,4001
1565,102221,1739.85,1,1444.08,1739.85,1444.08
1566,5207,33.9,2,21.14,67.8,42.28
1566,202201,539.85,3,448.08,1619.55,1344.24
1567,301151,764.85,2,634.83,1529.7,1269.66
1568,1107,16.5,2,15,33,30
1568,101152,2939.85,3,2000.5,8819.55,6001.5
1569,1104,14.5,3,12.04,43.5,36.12
1569,402002,274.35,2,199.99,548.7,399.98
1570,2208,53.9,3,44.74,161.7,134.22
1571,302161,479.85,3,398.28,1439.55,1194.84
1571,303151,329.85,2,260.23,659.7,520.46
1571,303162,329.85,1,260.23,329.85,260.23
1572,2207,53.9,3,44.74,161.7,134.22
1573,303181,329.85,1,260.23,329.85,260.23
1574,3301,4.05,2,2.5,8.1,5
1574,5205,30.51,2,21.14,61.02,42.28
1574,402001,274.35,1,199.99,274.35,199.99
1575,5401,14.5,2,12.04,29,24.08
1575,303151,329.85,2,260.23,659.7,520.46
1575,303222,313.36,2,260.23,626.72,520.46
1576,402002,274.35,3,199.99,823.05,599.97
1577,2203,41.9,2,25.5,83.8,51
1577,2213,53.9,3,44.74,161.7,134.22
1577,101221,2645.87,2,2000.5,5291.74,4001
1578,2215,53.9,2,44.74,107.8,89.48
1578,303202,329.85,2,260.23,659.7,520.46
1579,2212,53.9,3,44.74,161.7,134.22
1579,4105,15.5,1,12.87,15.5,12.87
1579,5402,14.5,2,12.04,29,24.08
1580,2209,53.9,3,44.74,161.7,134.22
1581,2207,53.9,3,44.74,161.7,134.22
1581,301221,764.85,1,634.83,764.85,634.83
1582,4101,13.5,3,9.99,40.5,29.97
1582,402002,274.35,2,199.99,548.7,399.98
1583,301181,764.85,2,634.83,1529.7,1269.66
1584,1111,16.5,1,15,16.5,15
1585,2210,53.9,1,44.74,53.9,44.74
1585,101181,2939.85,3,2000.5,8819.55,6001.5
1585,303182,329.85,1,260.23,329.85,260.23
1586,102181,1739.85,1,1444.08,1739.85,1444.08
1586,103171,899.85,3,556.5,2699.55,1669.5
1586,302221,479.85,1,398.28,479.85,398.28
1587,2210,53.9,2,44.74,107.8,89.48
1588,302221,455.86,3,398.28,1367.58,1194.84
1588,303222,313.36,1,260.23,313.36,260.23
1589,303201,296.87,3,260.23,890.61,780.69
1590,5201,33.9,1,21.14,33.9,21.14
1590,301161,764.85,3,634.83,2294.55,1904.49
1591,303161,329.85,3,260.23,989.55,780.69
1592,5301,11.9,3,9.88,35.7,29.64
1592,101202,2939.85,2,2000.5,5879.7,4001
1592,201201,832.35,3,556.5,2497.05,1669.5
1593,4103,13.5,2,9.99,27,19.98
1593,202181,539.85,1,448.08,539.85,448.08
1593,302162,431.87,3,398.28,1295.61,1194.84
1594,2211,53.9,2,44.74,107.8,89.48
1595,2201,41.9,3,25.5,125.7,76.5
1595,5201,33.9,3,21.14,101.7,63.42
1596,5203,33.9,1,21.14,33.9,21.14
1596,201201,832.35,2,556.5,1664.7,1113
1596,302202,479.85,3,398.28,1439.55,1194.84
1597,2214,53.9,3,44.74,161.7,134.22
1597,303222,329.85,2,260.23,659.7,520.46
1598,2212,53.9,2,44.74,107.8,89.48
1599,1109,16.5,1,15,16.5,15
1599,103201,899.85,1,556.5,899.85,556.5
1599,301181,764.85,2,634.83,1529.7,1269.66
1600,7401,23.5,2,19.51,47,39.02
1600,101222,2939.85,1,2000.5,2939.85,2000.5
1600,102151,1739.85,1,1444.08,1739.85,1444.08
1601,2205,41.9,1,25.5,41.9,25.5
1601,6402,9,3,7.47,27,22.41
1602,101172,2939.85,2,2000.5,5879.7,4001
1602,201181,832.35,1,556.5,832.35,556.5
1602,201221,832.35,1,556.5,832.35,556.5
1603,2213,53.9,3,44.74,161.7,134.22
1604,2214,53.9,2,44.74,107.8,89.48
1605,103221,899.85,2,556.5,1799.7,1113
1606,101182,2939.85,1,2000.5,2939.85,2000.5
1606,302201,431.87,1,398.28,431.87,398.28
1607,101221,2939.85,3,2000.5,8819.55,6001.5
1608,1106,16.5,3,15,49.5,45
1608,2204,41.9,1,25.5,41.9,25.5
1609,2215,53.9,3,44.74,161.7,134.22
1610,1101,14.5,3,12.04,43.5,36.12
1611,3301,4.5,3,2.5,13.5,7.5
1612,3302,17.5,3,10.25,52.5,30.75
1613,3302,17.5,1,10.25,17.5,10.25
1613,6401,12,1,9.96,12,9.96
1614,303202,313.36,1,260.23,313.36,260.23
1615,402001,274.35,2,199.99,548.7,399.98
1616,1109,16.5,2,15,33,30
1616,5205,33.9,1,21.14,33.9,21.14
1617,2202,41.9,3,25.5,125.7,76.5
1617,5201,33.9,1,21.14,33.9,21.14
1617,303182,329.85,3,260.23,989.55,780.69
1618,3303,19.9,3,14.5,59.7,43.5
1619,302182,479.85,2,398.28,959.7,796.56
1619,302202,479.85,1,398.28,479.85,398.28
1619,303181,329.85,2,260.23,659.7,520.46
1620,202161,539.85,2,448.08,1079.7,896.16
1621,2207,53.9,1,44.74,53.9,44.74
1621,302222,479.85,1,398.28,479.85,398.28
1622,2205,41.9,3,25.5,125.7,76.5
1623,2210,53.9,3,44.74,161.7,134.22
1623,3303,19.9,3,14.5,59.7,43.5
1623,102181,1652.86,3,1444.08,4958.58,4332.24
1624,1107,16.5,3,15,49.5,45
1624,3303,19.9,2,14.5,39.8,29
1624,402002,274.35,1,199.99,274.35,199.99
1625,3304,21.9,3,18.18,65.7,54.54
1626,5405,23.5,1,19.51,23.5,19.51
1626,6403,15,3,12.45,45,37.35
1627,302161,479.85,1,398.28,479.85,398.28
1628,2211,53.9,2,44.74,107.8,89.48
1628,3302,17.5,1,10.25,17.5,10.25
1628,101201,2939.85,2,2000.5,5879.7,4001
1629,5206,32.21,2,21.14,64.42,42.28
1629,102151,1652.86,2,1444.08,3305.72,2888.16
1630,3302,17.5,1,10.25,17.5,10.25
1630,5207,33.9,1,21.14,33.9,21.14
1631,5208,33.9,1,21.14,33.9,21.14
1632,2211,48.51,2,44.74,97.02,89.48
1633,101171,2939.85,2,2000.5,5879.7,4001
1634,3305,21.9,3,18.18,65.7,54.54
1635,303152,329.85,2,260.23,659.7,520.46
1636,101171,2939.85,2,2000.5,5879.7,4001
1636,201201,832.35,2,556.5,1664.7,1113
1636,303161,329.85,1,260.23,329.85,260.23
1637,4101,13.5,2,9.99,27,19.98
1638,4102,13.5,3,9.99,40.5,29.97
1639,5206,33.9,1,21.14,33.9,21.14
1640,5301,11.9,3,9.88,35.7,29.64
1640,103151,899.85,3,556.5,2699.55,1669.5
1641,1105,14.5,1,12.04,14.5,12.04
1641,201201,790.73,1,556.5,790.73,556.5
1641,301181,764.85,1,634.83,764.85,634.83
1642,101201,2939.85,1,2000.5,2939.85,2000.5
1642,102151,1739.85,3,1444.08,5219.55,4332.24
1643,4103,13.5,2,9.99,27,19.98
1644,201161,832.35,3,556.5,2497.05,1669.5
1644,303221,329.85,1,260.23,329.85,260.23
1645,4104,15.5,3,12.87,46.5,38.61
1646,5201,33.9,1,21.14,33.9,21.14
1646,101151,2939.85,3,2000.5,8819.55,6001.5
1646,103171,899.85,3,556.5,2699.55,1669.5
1647,2202,41.9,1,25.5,41.9,25.5
1647,303201,313.36,1,260.23,313.36,260.23
1648,1105,14.5,3,12.04,43.5,36.12
1648,4101,13.5,3,9.99,40.5,29.97
1648,303181,329.85,1,260.23,329.85,260.23
1649,1109,16.5,2,15,33,30
1649,5402,14.5,3,12.04,43.5,36.12
1649,302182,479.85,2,398.28,959.7,796.56
1650,4105,15.5,3,12.87,46.5,38.61
1651,4106,15.5,3,12.87,46.5,38.61
1652,101152,2939.85,3,2000.5,8819.55,6001.5
1652,102221,1739.85,3,1444.08,5219.55,4332.24
1653,201201,832.35,1,556.5,832.35,556.5
1653,302182,479.85,2,398.28,959.7,796.56
1653,303202,329.85,3,260.23,989.55,780.69
1654,101222,2939.85,3,2000.5,8819.55,6001.5
1655,1101,14.5,1,12.04,14.5,12.04
1655,301151,688.37,3,634.83,2065.11,1904.49
1655,303152,329.85,1,260.23,329.85,260.23
1656,1104,14.5,1,12.04,14.5,12.04
1656,1111,16.5,1,15,16.5,15
1656,2206,41.9,1,25.5,41.9,25.5
1657,5206,33.9,3,21.14,101.7,63.42
1657,101221,2939.85,2,2000.5,5879.7,4001
1657,201221,832.35,2,556.5,1664.7,1113
1658,1105,14.5,3,12.04,43.5,36.12
1658,2208,53.9,1,44.74,53.9,44.74
1658,5403,14.5,3,12.04,43.5,36.12
1659,101221,2939.85,3,2000.5,8819.55,6001.5
1659,303162,313.36,3,260.23,940.08,780.69
1659,401002,281.85,3,233.94,845.55,701.82
1660,5405,23.5,1,19.51,23.5,19.51
1660,202161,539.85,2,448.08,1079.7,896.16
1661,5201,33.9,2,21.14,67.8,42.28
1662,5202,33.9,2,21.14,67.8,42.28
1663,5203,33.9,3,21.14,101.7,63.42
1664,1110,16.5,1,15,16.5,15
1664,202161,539.85,1,448.08,539.85,448.08
1665,1105,14.5,1,12.04,14.5,12.04
1665,1110,16.5,2,15,33,30
1665,5303,37.9,3,31.46,113.7,94.38
1666,1104,14.5,3,12.04,43.5,36.12
1666,101171,2939.85,3,2000.5,8819.55,6001.5
1666,103181,899.85,2,556.5,1799.7,1113
1667,302201,479.85,2,398.28,959.7,796.56
1668,302202,431.87,2,398.28,863.74,796.56
1668,402001,274.35,1,199.99,274.35,199.99
1669,2206,41.9,3,25.5,125.7,76.5
1669,101171,2939.85,2,2000.5,5879.7,4001
1669,101202,2939.85,1,2000.5,2939.85,2000.5
1670,5204,33.9,2,21.14,67.8,42.28
1671,102181,1739.85,1,1444.08,1739.85,1444.08
1672,5205,33.9,3,21.14,101.7,63.42
1673,301221,764.85,2,634.83,1529.7,1269.66
1674,5206,33.9,3,21.14,101.7,63.42
1675,101182,2939.85,1,2000.5,2939.85,2000.5
