Order_ID,Order_Amount,Customer_ID,Employee_ID,Order_Date,Required_Date,Ship_Date,Courier_Website,Courier,Shipped,PO_No,Payment_Received
1411,175.2,62,7,11/03/2022,19/03/2022,16/03/2022,www.fedex.com,FedEx,TRUE,,TRUE
1412,9187.3,58,9,12/03/2022,19/03/2022,13/03/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1413,3605.4,35,6,13/03/2022,21/03/2022,15/03/2022,www.fedex.com,FedEx,TRUE,,TRUE
1414,2954.25,33,7,13/03/2022,18/03/2022,17/03/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1415,220.2,26,9,13/03/2022,17/03/2022,14/03/2022,http://www.ups.com,UPS,TRUE,,TRUE
1416,539.85,33,7,14/03/2022,24/03/2022,23/03/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1417,1813.48,21,1,14/03/2022,20/03/2022,18/03/2022,http://www.loomis.com,Loomis,TRUE,4436,TRUE
1418,1439.55,40,7,15/03/2022,28/03/2022,20/03/2022,www.fedex.com,FedEx,TRUE,,TRUE
1419,1439.55,11,3,15/03/2022,15/03/2022,15/03/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1420,1619.55,75,6,15/03/2022,24/03/2022,22/03/2022,http://www.purolator.com,Purolator,TRUE,3789,TRUE
1421,989.55,64,6,15/03/2022,21/03/2022,19/03/2022,http://www.ups.com,UPS,TRUE,,TRUE
1422,2294.55,61,3,15/03/2022,26/03/2022,24/03/2022,www.fedex.com,FedEx,TRUE,5212,TRUE
1423,1135.37,41,7,16/03/2022,25/03/2022,24/03/2022,http://www.loomis.com,Loomis,TRUE,7992,TRUE
1424,9,12,3,16/03/2022,26/03/2022,24/03/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1425,1118.5,41,1,16/03/2022,22/03/2022,19/03/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1426,989.55,17,1,16/03/2022,16/03/2022,16/03/2022,http://www.purolator.com,Purolator,TRUE,4860,TRUE
1427,53.9,24,6,16/03/2022,25/03/2022,19/03/2022,http://www.purolator.com,Purolator,TRUE,1818,TRUE
1428,31.36,46,1,16/03/2022,22/03/2022,21/03/2022,http://www.usps.com,Parcel Post,TRUE,4463,TRUE
1429,2294.55,47,9,16/03/2022,25/03/2022,20/03/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1430,3982.59,60,7,17/03/2022,27/03/2022,22/03/2022,www.fedex.com,FedEx,TRUE,,TRUE
1431,1702.6,20,9,17/03/2022,21/03/2022,17/03/2022,,Pickup,TRUE,,TRUE
1432,2233.42,52,1,18/03/2022,21/03/2022,19/03/2022,,Pickup,TRUE,,TRUE
1433,95.51,77,1,19/03/2022,30/03/2022,21/03/2022,http://www.loomis.com,Loomis,TRUE,5387,TRUE
1434,1739.85,40,6,20/03/2022,21/03/2022,20/03/2022,http://www.usps.com,Parcel Post,TRUE,9899,TRUE
1435,764.85,45,1,20/03/2022,02/04/2022,25/03/2022,www.fedex.com,FedEx,TRUE,,TRUE
1436,107.55,77,4,20/03/2022,31/03/2022,22/03/2022,www.fedex.com,FedEx,TRUE,8921,TRUE
1437,959.7,58,6,20/03/2022,22/03/2022,21/03/2022,,Pickup,TRUE,1269,TRUE
1438,3065.55,41,4,20/03/2022,29/03/2022,22/03/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1439,2961.75,45,6,20/03/2022,22/03/2022,20/03/2022,http://www.usps.com,Parcel Post,TRUE,2926,TRUE
1440,8890.05,55,1,20/03/2022,20/03/2022,20/03/2022,http://www.ups.com,UPS,TRUE,,TRUE
1441,9872.03,36,1,21/03/2022,21/03/2022,21/03/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1442,989.55,60,1,21/03/2022,23/03/2022,22/03/2022,http://www.usps.com,Parcel Post,TRUE,8639,TRUE
1443,989.55,7,1,22/03/2022,27/03/2022,22/03/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1444,1439.55,56,1,23/03/2022,26/03/2022,24/03/2022,http://www.loomis.com,Loomis,TRUE,8645,TRUE
1445,659.7,12,6,23/03/2022,01/04/2022,24/03/2022,http://www.ups.com,UPS,TRUE,,TRUE
1446,3065.55,50,1,24/03/2022,01/04/2022,31/03/2022,http://www.ups.com,UPS,TRUE,,TRUE
1447,3156.75,49,7,25/03/2022,01/04/2022,30/03/2022,http://www.purolator.com,Purolator,TRUE,6224,TRUE
1448,989.55,73,6,25/03/2022,01/04/2022,26/03/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1449,2939.25,31,6,26/03/2022,07/04/2022,04/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1450,2713.75,75,6,27/03/2022,05/04/2022,04/04/2022,http://www.loomis.com,Loomis,TRUE,5694,TRUE
1451,1484.41,39,6,28/03/2022,05/04/2022,01/04/2022,http://www.usps.com,Parcel Post,TRUE,2094,TRUE
1452,659.7,21,7,28/03/2022,31/03/2022,30/03/2022,http://www.loomis.com,Loomis,TRUE,3668,TRUE
1453,1716.1,49,4,28/03/2022,08/04/2022,04/04/2022,http://www.purolator.com,Purolator,TRUE,9659,TRUE
1454,13.5,53,7,28/03/2022,02/04/2022,30/03/2022,http://www.usps.com,Parcel Post,TRUE,3789,TRUE
1455,989.55,62,7,28/03/2022,05/04/2022,30/03/2022,www.fedex.com,FedEx,TRUE,,TRUE
1456,539.85,57,7,28/03/2022,29/03/2022,28/03/2022,http://www.usps.com,Parcel Post,TRUE,1031,TRUE
1457,659.7,3,9,28/03/2022,01/04/2022,31/03/2022,http://www.ups.com,UPS,TRUE,,TRUE
1458,659.7,22,6,28/03/2022,31/03/2022,28/03/2022,http://www.ups.com,UPS,TRUE,2828,TRUE
1459,2489.4,24,9,28/03/2022,10/04/2022,07/04/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1460,659.7,60,4,28/03/2022,07/04/2022,30/03/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1461,845.55,49,4,29/03/2022,05/04/2022,01/04/2022,www.fedex.com,FedEx,TRUE,,TRUE
1462,659.7,31,1,29/03/2022,04/04/2022,30/03/2022,http://www.purolator.com,Purolator,TRUE,8149,TRUE
1463,29,19,1,29/03/2022,06/04/2022,02/04/2022,http://www.usps.com,Parcel Post,TRUE,5696,TRUE
1464,1439.55,36,6,29/03/2022,05/04/2022,31/03/2022,,Pickup,TRUE,,TRUE
1465,845.55,52,7,29/03/2022,08/04/2022,29/03/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1466,33.9,3,1,29/03/2022,31/03/2022,30/03/2022,http://www.ups.com,UPS,TRUE,4564,TRUE
1467,151.5,34,9,29/03/2022,29/03/2022,29/03/2022,www.fedex.com,FedEx,TRUE,,TRUE
1468,983.2,22,7,29/03/2022,11/04/2022,04/04/2022,www.fedex.com,FedEx,TRUE,,TRUE
1469,587.65,41,1,30/03/2022,11/04/2022,02/04/2022,,Pickup,TRUE,,TRUE
1470,3734.1,71,3,30/03/2022,05/04/2022,31/03/2022,,Pickup,TRUE,,TRUE
1471,548.7,56,4,30/03/2022,12/04/2022,31/03/2022,www.fedex.com,FedEx,TRUE,1056,TRUE
1472,823.05,8,7,31/03/2022,09/04/2022,07/04/2022,www.fedex.com,FedEx,TRUE,,TRUE
1473,989.55,40,9,31/03/2022,13/04/2022,31/03/2022,,Pickup,TRUE,4067,TRUE
1474,29,65,3,01/04/2022,04/04/2022,01/04/2022,http://www.loomis.com,Loomis,TRUE,3448,TRUE
1475,8015.01,51,1,02/04/2022,04/04/2022,03/04/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1476,3544.12,37,3,02/04/2022,06/04/2022,02/04/2022,http://www.ups.com,UPS,TRUE,4802,TRUE
1477,29,56,4,02/04/2022,11/04/2022,05/04/2022,http://www.loomis.com,Loomis,TRUE,9974,TRUE
1478,29,51,9,03/04/2022,14/04/2022,07/04/2022,http://www.loomis.com,Loomis,TRUE,4712,TRUE
1479,670.22,15,7,03/04/2022,11/04/2022,09/04/2022,http://www.ups.com,UPS,TRUE,7721,TRUE
1480,14.73,9,6,04/04/2022,11/04/2022,07/04/2022,,Pickup,TRUE,,TRUE
1481,1352.4,53,6,04/04/2022,07/04/2022,05/04/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1482,3236.91,60,7,04/04/2022,16/04/2022,06/04/2022,www.fedex.com,FedEx,TRUE,4660,TRUE
1483,125.7,76,9,05/04/2022,12/04/2022,10/04/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1484,2294.55,44,9,05/04/2022,05/04/2022,05/04/2022,http://www.ups.com,UPS,TRUE,2393,TRUE
1485,65.7,37,7,05/04/2022,15/04/2022,10/04/2022,www.fedex.com,FedEx,TRUE,,TRUE
1486,2399.16,68,6,05/04/2022,18/04/2022,06/04/2022,www.fedex.com,FedEx,TRUE,,TRUE
1487,43.5,27,7,05/04/2022,10/04/2022,08/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1488,43.5,59,9,05/04/2022,08/04/2022,07/04/2022,www.fedex.com,FedEx,TRUE,5857,TRUE
1489,43.5,48,3,05/04/2022,06/04/2022,05/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1490,1072.95,19,1,05/04/2022,12/04/2022,09/04/2022,,Pickup,TRUE,,TRUE
1491,1827.45,6,3,05/04/2022,09/04/2022,07/04/2022,http://www.usps.com,Parcel Post,TRUE,1119,TRUE
1492,8012.41,13,1,05/04/2022,08/04/2022,07/04/2022,www.fedex.com,FedEx,TRUE,,TRUE
1493,2294.55,20,9,06/04/2022,18/04/2022,14/04/2022,http://www.purolator.com,Purolator,TRUE,9074,TRUE
1494,4.05,77,6,06/04/2022,16/04/2022,12/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1495,1867.5,42,7,07/04/2022,11/04/2022,08/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1496,1697.76,25,9,07/04/2022,19/04/2022,07/04/2022,http://www.purolator.com,Purolator,TRUE,8477,TRUE
1497,5879.7,38,9,07/04/2022,19/04/2022,15/04/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1498,49.5,47,9,07/04/2022,16/04/2022,10/04/2022,,Pickup,TRUE,,TRUE
1499,1562.7,11,4,07/04/2022,19/04/2022,18/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1500,83.8,57,6,08/04/2022,08/04/2022,08/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1501,43.5,20,9,08/04/2022,16/04/2022,14/04/2022,,Pickup,TRUE,,TRUE
1502,9689.25,4,9,08/04/2022,18/04/2022,10/04/2022,,Pickup,TRUE,,TRUE
1503,161.7,76,3,08/04/2022,17/04/2022,14/04/2022,www.fedex.com,FedEx,TRUE,1091,TRUE
1504,3408.75,8,3,08/04/2022,13/04/2022,12/04/2022,,Pickup,TRUE,8895,TRUE
1505,3576.72,10,3,08/04/2022,16/04/2022,12/04/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1506,3479.7,6,4,08/04/2022,18/04/2022,17/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1507,49.5,23,9,09/04/2022,10/04/2022,09/04/2022,http://www.loomis.com,Loomis,TRUE,2446,TRUE
1508,415.34,53,1,09/04/2022,10/04/2022,09/04/2022,,Pickup,TRUE,,TRUE
1509,67.8,3,3,10/04/2022,15/04/2022,10/04/2022,http://www.ups.com,UPS,TRUE,6076,TRUE
1510,49.5,42,4,10/04/2022,12/04/2022,10/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1511,49.5,44,3,10/04/2022,21/04/2022,12/04/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1512,1329.92,16,7,11/04/2022,17/04/2022,16/04/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1513,154.7,9,3,11/04/2022,16/04/2022,14/04/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1514,3281.25,73,6,11/04/2022,14/04/2022,12/04/2022,http://www.purolator.com,Purolator,TRUE,9779,TRUE
1515,8819.55,9,3,11/04/2022,12/04/2022,11/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1516,626.72,72,1,11/04/2022,22/04/2022,11/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1517,3734.1,8,1,11/04/2022,11/04/2022,11/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1518,2699.55,56,9,11/04/2022,14/04/2022,12/04/2022,http://www.ups.com,UPS,TRUE,9332,TRUE
1519,143.6,46,1,12/04/2022,18/04/2022,12/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1520,5629.22,31,4,13/04/2022,14/04/2022,13/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1521,3479.7,10,6,13/04/2022,20/04/2022,14/04/2022,http://www.loomis.com,Loomis,TRUE,6323,TRUE
1522,479.85,71,3,14/04/2022,24/04/2022,20/04/2022,http://www.loomis.com,Loomis,TRUE,4925,TRUE
1523,949.35,21,7,14/04/2022,19/04/2022,16/04/2022,www.fedex.com,FedEx,TRUE,,TRUE
1524,7153.86,54,9,14/04/2022,25/04/2022,17/04/2022,www.fedex.com,FedEx,TRUE,7040,TRUE
1525,49.5,18,6,14/04/2022,23/04/2022,16/04/2022,,Pickup,TRUE,,TRUE
1526,125.7,76,1,14/04/2022,19/04/2022,17/04/2022,http://www.purolator.com,Purolator,TRUE,2143,TRUE
1527,2824.75,52,3,15/04/2022,26/04/2022,21/04/2022,http://www.usps.com,Parcel Post,TRUE,1330,TRUE
1528,76.23,6,6,15/04/2022,20/04/2022,17/04/2022,www.fedex.com,FedEx,TRUE,7439,TRUE
1529,5879.7,4,9,15/04/2022,26/04/2022,18/04/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1530,5879.7,18,6,15/04/2022,19/04/2022,16/04/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1531,985.98,64,1,15/04/2022,15/04/2022,15/04/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1532,33,52,1,15/04/2022,24/04/2022,23/04/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1533,97.02,29,1,16/04/2022,17/04/2022,16/04/2022,http://www.usps.com,Parcel Post,TRUE,4934,TRUE
1534,83.8,31,3,16/04/2022,29/04/2022,19/04/2022,,Pickup,TRUE,,TRUE
1535,14.5,38,1,17/04/2022,25/04/2022,24/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1536,172.6,11,9,17/04/2022,18/04/2022,17/04/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1537,1944.9,63,9,17/04/2022,17/04/2022,17/04/2022,www.fedex.com,FedEx,TRUE,,TRUE
1538,872.65,3,9,18/04/2022,19/04/2022,18/04/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1539,1591.24,7,4,18/04/2022,26/04/2022,23/04/2022,,Pickup,TRUE,5699,TRUE
1540,16.5,15,4,18/04/2022,21/04/2022,19/04/2022,http://www.usps.com,Parcel Post,TRUE,3724,TRUE
1541,11867.2,20,1,18/04/2022,27/04/2022,25/04/2022,,Pickup,TRUE,,TRUE
1542,70.5,74,9,18/04/2022,21/04/2022,20/04/2022,www.fedex.com,FedEx,TRUE,8186,TRUE
1543,122.8,5,4,18/04/2022,18/04/2022,18/04/2022,,Pickup,TRUE,,TRUE
1544,1559.55,42,6,19/04/2022,20/04/2022,19/04/2022,www.fedex.com,FedEx,TRUE,,TRUE
1545,83.8,52,3,19/04/2022,22/04/2022,20/04/2022,,Pickup,TRUE,,TRUE
1546,107.8,17,6,19/04/2022,24/04/2022,19/04/2022,,Pickup,TRUE,6514,TRUE
1547,1895.1,53,6,19/04/2022,01/05/2022,30/04/2022,www.fedex.com,FedEx,TRUE,1794,TRUE
1548,2984.77,68,6,19/04/2022,02/05/2022,30/04/2022,,Pickup,TRUE,,TRUE
1549,83.8,54,1,20/04/2022,03/05/2022,30/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1550,973.98,47,6,20/04/2022,03/05/2022,22/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1551,125.7,50,4,21/04/2022,29/04/2022,28/04/2022,http://www.purolator.com,Purolator,TRUE,5970,TRUE
1552,125.7,12,1,21/04/2022,26/04/2022,23/04/2022,http://www.usps.com,Parcel Post,TRUE,5926,TRUE
1553,976.2,3,1,21/04/2022,22/04/2022,21/04/2022,http://www.ups.com,UPS,TRUE,2121,TRUE
1554,4.5,10,9,21/04/2022,26/04/2022,21/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1555,125.7,25,9,22/04/2022,04/05/2022,01/05/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1556,179.6,6,1,22/04/2022,24/04/2022,22/04/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1557,53.9,30,6,22/04/2022,01/05/2022,22/04/2022,,Pickup,TRUE,2779,TRUE
1558,83.8,19,7,22/04/2022,23/04/2022,22/04/2022,http://www.ups.com,UPS,TRUE,8649,TRUE
1559,303.4,56,9,22/04/2022,27/04/2022,24/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1560,83.8,38,6,22/04/2022,23/04/2022,22/04/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1561,988.59,40,1,22/04/2022,30/04/2022,27/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1562,53.9,13,7,23/04/2022,27/04/2022,24/04/2022,http://www.usps.com,Parcel Post,TRUE,3855,TRUE
1563,659.7,72,9,23/04/2022,01/05/2022,25/04/2022,,Pickup,TRUE,,TRUE
1564,161.7,35,9,24/04/2022,25/04/2022,24/04/2022,www.fedex.com,FedEx,TRUE,,TRUE
1565,7339.35,21,7,24/04/2022,27/04/2022,26/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1566,1687.35,32,7,24/04/2022,03/05/2022,26/04/2022,http://www.purolator.com,Purolator,TRUE,8565,TRUE
1567,1529.7,60,7,24/04/2022,05/05/2022,27/04/2022,,Pickup,TRUE,7456,TRUE
1568,8852.55,18,1,25/04/2022,28/04/2022,25/04/2022,http://www.usps.com,Parcel Post,TRUE,2599,TRUE
1569,592.2,56,7,25/04/2022,26/04/2022,25/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1570,161.7,74,9,25/04/2022,08/05/2022,07/05/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1571,2429.1,16,1,25/04/2022,26/04/2022,25/04/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1572,161.7,39,6,26/04/2022,27/04/2022,26/04/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1573,329.85,2,9,26/04/2022,27/04/2022,26/04/2022,http://www.purolator.com,Purolator,TRUE,7793,TRUE
1574,343.47,66,3,27/04/2022,30/04/2022,29/04/2022,http://www.usps.com,Parcel Post,TRUE,9750,TRUE
1575,1315.42,10,9,27/04/2022,04/05/2022,01/05/2022,http://www.purolator.com,Purolator,TRUE,1880,TRUE
1576,823.05,6,3,27/04/2022,28/04/2022,27/04/2022,http://www.loomis.com,Loomis,TRUE,3950,TRUE
1577,5537.24,72,7,27/04/2022,27/04/2022,27/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1578,767.5,39,7,28/04/2022,04/05/2022,30/04/2022,http://www.usps.com,Parcel Post,TRUE,3403,TRUE
1579,206.2,54,6,28/04/2022,02/05/2022,01/05/2022,http://www.usps.com,Parcel Post,TRUE,6418,TRUE
1580,161.7,40,7,28/04/2022,01/05/2022,28/04/2022,www.fedex.com,FedEx,TRUE,,TRUE
1581,926.55,4,4,29/04/2022,06/05/2022,29/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1582,589.2,55,3,29/04/2022,04/05/2022,03/05/2022,http://www.purolator.com,Purolator,TRUE,8713,TRUE
1583,1529.7,11,3,29/04/2022,01/05/2022,29/04/2022,www.fedex.com,FedEx,TRUE,9387,TRUE
1584,16.5,54,3,29/04/2022,03/05/2022,29/04/2022,http://www.ups.com,UPS,TRUE,,TRUE
1585,9203.3,47,6,30/04/2022,03/05/2022,01/05/2022,http://www.ups.com,UPS,TRUE,,TRUE
1586,4919.25,64,9,30/04/2022,02/05/2022,01/05/2022,http://www.loomis.com,Loomis,TRUE,8027,TRUE
1587,107.8,4,3,30/04/2022,03/05/2022,01/05/2022,,Pickup,TRUE,,TRUE
1588,1680.94,61,3,30/04/2022,13/05/2022,08/05/2022,http://www.ups.com,UPS,TRUE,7781,TRUE
1589,890.61,34,7,30/04/2022,30/04/2022,30/04/2022,http://www.ups.com,UPS,TRUE,9880,TRUE
1590,2328.45,67,1,01/05/2022,02/05/2022,01/05/2022,http://www.ups.com,UPS,TRUE,7865,TRUE
1591,989.55,51,6,01/05/2022,08/05/2022,02/05/2022,http://www.loomis.com,Loomis,TRUE,3536,TRUE
1592,8412.45,65,4,01/05/2022,08/05/2022,03/05/2022,,Pickup,TRUE,9664,TRUE
1593,1862.46,68,9,01/05/2022,10/05/2022,03/05/2022,http://www.loomis.com,Loomis,TRUE,8252,TRUE
1594,107.8,35,1,02/05/2022,07/05/2022,04/05/2022,http://www.loomis.com,Loomis,TRUE,1205,TRUE
1595,227.4,10,6,03/05/2022,06/05/2022,03/05/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1596,3138.15,58,9,04/05/2022,07/05/2022,06/05/2022,www.fedex.com,FedEx,TRUE,4770,TRUE
1597,821.4,54,7,05/05/2022,14/05/2022,13/05/2022,www.fedex.com,FedEx,TRUE,,TRUE
1598,107.8,69,9,06/05/2022,18/05/2022,11/05/2022,http://www.ups.com,UPS,TRUE,5415,TRUE
1599,2446.05,15,3,07/05/2022,19/05/2022,15/05/2022,http://www.loomis.com,Loomis,TRUE,7472,TRUE
1600,4726.7,23,9,07/05/2022,12/05/2022,09/05/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1601,68.9,64,9,07/05/2022,16/05/2022,12/05/2022,www.fedex.com,FedEx,TRUE,1147,TRUE
1602,7544.4,45,3,07/05/2022,07/05/2022,07/05/2022,www.fedex.com,FedEx,TRUE,3851,TRUE
3001,989.55,79,9,07/05/2022,16/05/2022,12/05/2022,www.fedex.com,FedEx,TRUE,1147,TRUE
3002,35.7,80,3,07/05/2022,07/05/2022,07/05/2022,www.fedex.com,FedEx,TRUE,3851,TRUE
1603,161.7,41,7,08/05/2022,16/05/2022,14/05/2022,http://www.ups.com,UPS,TRUE,,TRUE
3003,5879.7,81,7,08/05/2022,16/05/2022,14/05/2022,http://www.ups.com,UPS,TRUE,,TRUE
1604,107.8,74,9,09/05/2022,11/05/2022,09/05/2022,,Pickup,TRUE,3228,TRUE
3004,2497.05,82,9,09/05/2022,11/05/2022,09/05/2022,,Pickup,TRUE,3228,TRUE
1605,1799.7,64,9,10/05/2022,15/05/2022,13/05/2022,http://www.purolator.com,Purolator,TRUE,3055,TRUE
1606,3371.72,22,9,10/05/2022,20/05/2022,15/05/2022,http://www.loomis.com,Loomis,TRUE,3646,TRUE
1607,8819.55,26,4,10/05/2022,13/05/2022,11/05/2022,http://www.usps.com,Parcel Post,TRUE,1425,TRUE
1608,91.4,41,4,10/05/2022,11/05/2022,10/05/2022,www.fedex.com,FedEx,TRUE,8511,TRUE
1609,161.7,34,3,10/05/2022,23/05/2022,18/05/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
3005,27,83,9,10/05/2022,15/05/2022,13/05/2022,http://www.purolator.com,Purolator,TRUE,3055,TRUE
3006,539.85,84,9,10/05/2022,20/05/2022,15/05/2022,http://www.loomis.com,Loomis,TRUE,3646,TRUE
3007,1295.61,85,4,10/05/2022,13/05/2022,11/05/2022,http://www.usps.com,Parcel Post,TRUE,1425,TRUE
3008,107.8,86,4,10/05/2022,11/05/2022,10/05/2022,www.fedex.com,FedEx,TRUE,8511,TRUE
3009,125.7,87,3,10/05/2022,23/05/2022,18/05/2022,http://www.purolator.com,Purolator,TRUE,,TRUE
1610,43.5,6,7,11/05/2022,22/05/2022,16/05/2022,http://www.ups.com,UPS,TRUE,,TRUE
1611,13.5,62,6,11/05/2022,20/05/2022,11/05/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
3010,101.7,88,7,11/05/2022,22/05/2022,16/05/2022,http://www.ups.com,UPS,TRUE,,TRUE
3011,33.9,89,6,11/05/2022,20/05/2022,11/05/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1612,52.5,52,4,12/05/2022,15/05/2022,12/05/2022,http://www.loomis.com,Loomis,TRUE,6246,TRUE
1613,29.5,65,6,12/05/2022,15/05/2022,14/05/2022,www.fedex.com,FedEx,TRUE,6693,TRUE
1614,313.36,23,1,12/05/2022,16/05/2022,15/05/2022,http://www.ups.com,UPS,TRUE,5585,TRUE
1615,548.7,21,3,12/05/2022,25/05/2022,17/05/2022,http://www.usps.com,Parcel Post,TRUE,4113,TRUE
1616,66.9,7,1,12/05/2022,20/05/2022,12/05/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
1617,1149.15,65,4,12/05/2022,20/05/2022,17/05/2022,http://www.usps.com,Parcel Post,TRUE,1965,TRUE
1618,59.7,20,6,12/05/2022,13/05/2022,12/05/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
3012,1664.7,90,4,12/05/2022,15/05/2022,12/05/2022,http://www.loomis.com,Loomis,TRUE,6246,TRUE
3013,1439.55,91,6,12/05/2022,15/05/2022,14/05/2022,www.fedex.com,FedEx,TRUE,6693,TRUE
3014,161.7,92,1,12/05/2022,16/05/2022,15/05/2022,http://www.ups.com,UPS,TRUE,5585,TRUE
3015,659.7,93,3,12/05/2022,25/05/2022,17/05/2022,http://www.usps.com,Parcel Post,TRUE,4113,TRUE
3016,107.8,94,1,12/05/2022,20/05/2022,12/05/2022,http://www.loomis.com,Loomis,TRUE,,TRUE
3017,16.5,95,4,12/05/2022,20/05/2022,17/05/2022,http://www.usps.com,Parcel Post,TRUE,1965,TRUE
3018,899.85,96,6,12/05/2022,13/05/2022,12/05/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
1619,2099.25,10,4,13/05/2022,13/05/2022,13/05/2022,http://www.usps.com,Parcel Post,TRUE,5827,TRUE
1620,1079.7,59,3,13/05/2022,20/05/2022,14/05/2022,http://www.usps.com,Parcel Post,TRUE,8843,TRUE
3019,1529.7,97,4,13/05/2022,13/05/2022,13/05/2022,http://www.usps.com,Parcel Post,TRUE,5827,TRUE
3020,47,98,3,13/05/2022,20/05/2022,14/05/2022,http://www.usps.com,Parcel Post,TRUE,8843,TRUE
1621,533.75,65,6,14/05/2022,20/05/2022,14/05/2022,www.fedex.com,FedEx,TRUE,8927,TRUE
3021,2939.85,99,6,14/05/2022,20/05/2022,14/05/2022,www.fedex.com,FedEx,TRUE,8927,TRUE
1622,125.7,69,1,15/05/2022,26/05/2022,25/05/2022,,Pickup,TRUE,2317,TRUE
3022,1739.85,100,1,15/05/2022,26/05/2022,25/05/2022,,Pickup,TRUE,2317,TRUE
1623,5179.98,48,7,16/05/2022,27/05/2022,21/05/2022,http://www.ups.com,UPS,TRUE,,TRUE
1624,363.65,35,1,16/05/2022,16/05/2022,16/05/2022,http://www.loomis.com,Loomis,TRUE,7867,TRUE
1625,65.7,17,4,16/05/2022,22/05/2022,16/05/2022,http://www.ups.com,UPS,TRUE,5713,TRUE
1626,68.5,30,6,16/05/2022,27/05/2022,18/05/2022,http://www.usps.com,Parcel Post,TRUE,,TRUE
3023,41.9,101,7,16/05/2022,27/05/2022,21/05/2022,http://www.ups.com,UPS,TRUE,,TRUE
3024,27,102,1,16/05/2022,16/05/2022,16/05/2022,http://www.loomis.com,Loomis,TRUE,7867,TRUE
3025,5879.7,103,4,16/05/2022,22/05/2022,16/05/2022,http://www.ups.com,UPS,TRUE,5713,TRUE
